Expression_ID,Expression,Level_ID,Topic_ID,Language_ID
69,Some people die- put under the ground.,107,914,66
70,Brandon Lee die.,107,914,66
71,He want to kill that bad guy.,107,914,66
72,The whole sentence mean he looks like a superman.,107,914,66
73,"I don't know ""superman"" is good say this sentence.",107,914,66
74,Our topic is about death penalty.,107,914,66
75,You are asking- I am agree with death penalty?,107,914,66
76,We have two people who is opposed to death penalty.,107,914,66
77,We should make killer recognize how much killing people is worst thing.,107,914,66
78,I think it's good way for people.,107,914,66
79,I don't support death penalty- because killer killed somebody- and judge killed the murderer.,107,914,83
80,But murderer should disappear from this world.,107,914,66
81,If we repeal the death penalty- and serious crime increase- we need the death penalty.,107,914,66
82,I am not agree with death penalty- sometimes.,107,914,66
83,Death penalty for drug.,107,914,66
84,Where you come from?,107,914,66
85,All of you agree with death penalty.,107,914,83
86,The politician don't repeal the death penalty in Japan- so I don't know.,107,914,66
87,Who should be judge death penalty?,107,914,83
88,A person who make crime.,107,914,83
89,Some people rape womans- and some people rob banks.,107,914,83
90,Like I kill people- that people will get hurt immediately- but if I sell drugs- that people will be hurt later.,107,914,83
91,Certain amount of drugs- you can sell it legally.,107,914,66
92,To kill the murderer is not deter people.,107,914,66
93,It's not only the judge who decide.,107,914,66
94,His painting are very good.,107,914,83
95,He will be punishment very heavily.,107,914,83
96,More and more crime will be appear.,107,914,66
97,Many country don't have death penalty.,107,914,66
98,I think New York state have death penalty.,107,914,83
99,It doesn't matter that death penalty decrease crime rate.,107,914,66
100,There are many people who better disappear from this world.,107,914,66
101,We all agree with death penalty.,107,914,66
102,The more you kill someone- the more you are respected.,107,914,66
103,Death penalty should be disappeared.,107,914,66
104,Two people is opposed to death penalty.,107,914,66
105,Two person.,107,914,66
106,We agree to death penalty.,107,914,66
107,Sometimes in court- judge sentence misjudgement.,107,914,66
108,We recommend abolish death penalty.,107,914,66
109,Instead of death penalty- we have to use lifetime in jail penalty to criminal- especially murderer.,107,914,66
110,Some taxpayer is impatient to keep many criminal living in jail.,107,914,66
111,Many number of jail exist in United States.,107,914,66
112,Taxpayer is not patient.,107,914,66
113,Criminal in jail have to work hardly.,107,914,66
114,Many people are impatient their system.,107,914,66
115,The Constitution of the United States say everyone can have a gun.,107,914,66
116,Most people feel the necessity of controlling gun.,107,914,66
117,You think everyone have to carry the gun.,107,914,66
118,I think the Japanese system is the best.,107,914,66
119,You mean in United States- the police system is not good as in Japan.,107,914,66
120,Why you say that?,107,914,113
121,Nobody can commit gun affair.,107,914,66
122,In former USSR- was prohibited using weapon- even knife.,107,914,113
123,Now- a few last year- there increase crime.,107,914,113
124,I live here on the six months.,107,914,113
125,I see there are less crime than USSR.,107,914,113
126,But there is ban using weapon.,107,914,113
127,You mean there is no connection including crime rate and holding weapon.,107,914,66
128,You can make crime.,107,914,113
129,There have several reason for crime.,107,914,113
130,There is a difference between gun and other weapon.,107,914,66
131,If someone hold a knife- and try to stick- I can fight or run away.,107,914,66
132,But I cannot escape from gun.,107,914,66
133,Gun control can- to a degree- restrain crime rate.,107,914,66
134,American is a free country.,107,914,66
135,Except for N.R.A.,107,914,66
136,The teacher have to prepare yourself fo teaching students.,107,914,113
137,I don't know what the system no can make gun control.,107,914,113
138,Gun control is prohibit- it's ok.,107,914,113
139,There need a system for gun control.,107,914,113
140,What is system- I don't know.,107,914,113
141,I went to many big city in the U.S.,107,914,66
142,I heard this is dangerous city.,107,914,66
143,I can see people asking me money.,107,914,66
144,Spokane is nothing to worry about.,107,914,66
145,The big city is more crime.,107,914,66
146,The police can ban carrying gun.,107,914,66
147,Why they use gun?,107,914,66
148,You can get permission for buying gun.,107,914,113
149,Can you get gun?,107,914,66
150,If I going to get gun- just show the driver's license.,107,914,66
151,It's good topic.,107,914,113
152,Economical circumstances.,107,914,66
153,We need to build whole system to prevent people to use gun.,107,914,66
154,All member felt the necessary gun control.,107,914,66
155,We have two opinion.,107,914,66
156,If people couldn't have a gun- the murder of a gun wouldn't happened.,107,914,66
157,Two students agree with gun.,107,914,66
158,We don't just say gun is dangerous.,107,914,66
159,I'm not sure what does it mean.,107,914,66
160,We going to talk some of your speciality doing something.,107,914,66
161,Us can use your ability.,107,914,113
162,Today's topic is- if the world ending tomorrow- what do you do today.,107,914,66
163,I'm going to drinking a lot and talk a lot.,107,914,66
164,I'm going bed early.,107,914,66
165,Talk about if world ending tomorrow- what would you do today.,107,914,66
166,I satisfy my life.,107,914,66
167,My dream is come true now.,107,914,66
168,I want to go to shopping.,107,914,66
169,I think most people will be crazy--no law.,107,914,66
170,I don't want to listen any sound.,107,914,66
171,I'd like to go somewhere it's very high.,107,914,83
172,"If I were you- I go to church and pray for God-  ""give me one more day.""",107,914,66
173,We can do much more thing easy.,107,914,66
174,I will steal a lot of thing.,107,914,66
175,While listening the music- I'll sleep.,107,914,66
176,I'll be afraid about ending the world- so I will be just sleep.,107,914,66
177,What is the most high speed you ever drive?,107,914,66
178,In here- one hundred miles per hour.,107,914,66
179,I want to pilot F-60.,107,914,66
180,We have to make a factor.,107,914,66
181,Your opinion very normal- and me and Tim's very dangerous.,107,914,66
182,Going to restaurant.,107,914,66
183,One is spending with family.,107,914,66
184,Open party with friend.,107,914,66
185,Second category asking scientist.,107,914,66
186,Scientist have to build a time machine.,107,914,66
187,Third category spending as usual.,107,914,66
188,Ony one person still want to study.,107,914,66
189,Our opinions also divide three category.,107,914,66
190,One is- do something that we can do it- but we don't do it everyday.,107,914,66
191,We can do every day- but we don't do.,107,914,66
192,People is the most interesting animals in the world.,107,914,66
193,I want to go to the park and just lying on the grass.,107,914,66
194,Koichi wants to go Western Samoa.,107,914,66
195,I wnat to watch how the Earth end.,107,914,66
196,The Earth will destroy same time.,107,914,66
197,I want to have a time to prepare.,107,914,66
198,Some student have not met the conversation partners.,107,914,66
199,I tried to call- but it was a long distance call.  I need coins.,107,914,66
200,Maybe you have a time to call conversation partner.,107,914,66
201,It mean alcoholism.,107,914,66
202,Alcoholism mean someone drink alcohol too much.,107,914,66
203,Every day- he want to drink alcohol.,107,914,66
204,He want to drink all time- every time.,107,914,66
205,Family become not united- scattered- separated.,107,914,66
206,Why you dye your hair?,107,914,83
207,I don't have reason.,107,914,66
208,Our black hair stand out.,107,914,66
209,You think if you dyed your- you would not so outstanding.,107,914,83
210,I'm afraid to become bald.,107,914,66
211,I noticed my hair is falling down.,107,914,66
212,My hair will be bald when I will be adult.,107,914,66
213,Why you cut such a shot hair.,107,914,66
214,You had a long hair.,107,914,66
215,Whenever I go to barber- it is difficult to explain hair style.,107,914,66
216,When I was junior high school- I was a very short hair.,107,914,66
217,Short hair fit my personality.,107,914,66
218,When I was in junior high school- my hair style just like you.,107,914,83
219,Some boys has a long hair.,107,914,66
220,If they just like this- I don't like.,107,914,66
221,It's difficult to care my hair.,107,914,66
222,When we changed our hair style- we can change our personality--more strong!,107,914,66
223,I hope to keep short hair.,107,914,66
224,When I was in Japan- I would never change my hair color.,107,914,66
225,It's not good for man.,107,914,66
226,I wanted to make hard my hair.,107,914,66
227,My hair is hard.,107,914,83
228,My hair was very curled.,107,914,83
229,When I was a junior high school student- teacher forced me to cut every hair.,107,914,66
230,If girls' hair were long- the girls would have to . . . . .,107,914,66
231,In Taiwan- girls' hair have to be shorter than here.,107,914,83
232,Please make category short time.,107,914,66
233,Japanese man like long hair and pony tail.,107,914,66
234,Russian people has a lot of color hair.,107,914,66
235,Japan has only one races.,107,914,66
236,We have a black hair.,107,914,66
237,The people has shoft hair is too easy to going bald.,107,914,66
238,Some of the topics are same to your group's topics.,107,914,66
239,We talked about why some of men have long hairs.,107,914,66
240,We talked about bald hair.,107,914,66
241,They have to have cut their hair this line.,107,914,66
242,We talked about connection hair and character.,107,914,66
243,Try to change self image.,107,914,66
244,Who didn't?,107,914,66
245,I'm thinking topic.,107,914,66
246,Do you know what this three assignment are?,107,914,83
248,It's a furniture.,107,914,83
249,A person who clean the hotel.,107,914,83
250,It's a kind of furniture that made of net.,107,914,66
251,It's a kind of food which wide use in Orient.,107,914,113
252,It's kind of pasta.,107,914,66
253,It's a thing that who play tennis player are using.,107,914,66
254,When I live in Japan- I didn't play sports.,107,914,66
255,I went with some my friend.,107,914,66
256,"One of my friend said- ""let's go another place.""",107,914,83
257,When I took lift- I was so scared.,107,914,83
258,Other people can use twenty minutes from the top of the mountain to the bottom.,107,914,83
259,I'm a type of person don't like to do sports.,107,914,83
260,I don't understand what is badminton.,107,914,83
261,In tennis you hit the ball- the wrist not move.,107,914,66
262,You have racquet?,107,914,66
263,It's not good racquets.,107,914,66
264,In high school- Tomoe was one of the members in tennis club.,107,914,83
265,What is the famous sport in Taiwan?,107,914,66
266,I want to see the major league game.,107,914,66
267,When I feel hot- I will easy to be angry.,107,914,66
268,I learned ballet for ten years.,107,914,66
269,When I was ten or eleven years old- I study ballet.,107,914,66
270,What did we talk?,107,914,66
271,Yusuke's favorite sports is something.,107,914,66
272,She likes just watch sports.,107,914,66
273,Doing sports is losing fat.,107,914,66
274,Maggie doesn't like do sports in summertime.,107,914,66
275,I don't want get muscle any more.,107,914,66
276,Oh- I forgot one factor of first factor.,107,914,66
277,We talked about advantage of sports.,107,914,66
278,It depends on persons.,107,914,66
279,Koichi said he made his personality better by rugby ball.,107,914,66
280,Who is the rest of people?,107,914,66
281,I haven't decide yet.,107,914,66
282,It's hard to finish thirty minutes.,107,914,66
283,Nobody force somebody to do.,107,914,66
284,One of them is a old man.,107,914,66
285,There is three men.,107,914,66
286,He is wearing brown coat.,107,914,66
287,The pocket has three button.,107,914,66
288,He's wearing beige muffler.,107,914,66
289,He's playing a instrument.,107,914,66
290,Next man- he is a middle-age of a man.,107,914,66
291,He's standing behind old man.,107,914,66
292,He's wearing black coat and white muffler.,107,914,66
293,Right one plays to left one with spray.,107,914,66
294,Table is down- below the picture.,107,914,66
295,On the table- there is a carrot and beans.,107,914,66
296,The little girl is wearing yellow jacket.,107,914,66
297,She stares at me.,107,914,66
298,She has fried chicken with her right hand.,107,914,66
299,The dog look at her plate in her left hand.,107,914,66
300,She's hair was pony-tail.,107,914,66
301,Near the couch- there is table.,107,914,66
302,The table is made by iron.,107,914,66
303,The floor is made by wood.,107,914,66
304,It's kind of artistic picture--abstract picture.,107,914,66
305,My parents don't have very strong feeling about other races- but my grandparents- they do.,107,914,83
306,Can you give me a example?,107,914,83
307,It's more worse.,107,914,66
308,If Europeans or Americans ask the apartment owner to stay in his apartment- the owner accepts.,107,914,66
309,Now I think Japanese people is better than other people.,107,914,83
310,I think there are many discrimination in America.,107,914,66
311,I think many people think American discriminated black people.,107,914,66
312,But also- black people discriminated white people.,107,914,66
313,It's talk about an Italian-American girl falls in love with black people.,107,914,83
314,Sometimes- white people discriminate white people.,107,914,66
315,Many American discriminate Jewish.,107,914,66
316,They think one color is better than other colors people.,107,914,66
317,I believe Catholic.,107,914,66
318,One of my teacher she said another one it's not so good.,107,914,83
319,I don't think one person should disagree other religion.,107,914,83
320,If you wanted to get married other country people. . .,107,914,83
321,I will not become to like foreigners.,107,914,66
322,You mean you won't like other country people.,107,914,66
323,If I like foreigners- I will not care to marry her.,107,914,66
324,If I can't communicate with her- I will not become to like her.,107,914,66
325,This topic hard to finish.,107,914,66
326,Our conversation divide into three categories.,107,914,66
327,Japanese discriminate other Asian people.,107,914,66
328,Japanese discriminate other Asia people.,107,914,66
329,There are many discrimination in America.,107,914,66
330,Black people discriminate white people.,107,914,66
331,Our topic can divide two category.,107,914,66
332,I know such many restaurant.,107,914,66
333,Kuni was thrown eggs in North Idaho.,107,914,66
334,Discriminatory people don't like black or yellow people.,107,914,66
335,What do you have a topic.,107,914,66
336,What the teacher said?,107,914,66
337,Maggie's going to report now.  After- Dr. Harris tell us what is wrong.,107,914,66
338,She comes from Philippine.,107,914,66
339,When we want to drive hurrier- and the people in front of us are slow- we use it.,107,914,66
340,They heard the door was knocked.,107,914,83
341,They heard somebody knock the door.,107,914,83
342,They couldn't figure why TV turn on and turn off suddenly.,107,914,83
343,She's not very height.,107,914,83
344,It's big issue.,107,914,66
345,When nuclear energy is maked by people- it happen some pollution problems.,107,914,66
346,Now- it will be happen the broke ozone- for example.,107,914,66
347,The ray of nuclear affect our body.,107,914,66
348,We will have strange children.,107,914,66
349,Still people has disease.,107,914,66
350,Why your country's people don't care about that?,107,914,66
351,I think from water.,107,914,66
352,Natural resources will be reduce.,107,914,66
353,England has nuclear for a long time.,107,914,66
354,America or England think Japan will make nuclear bomb.,107,914,66
355,Neutron hit proton and divide.,107,914,66
356,When they hit each other- it make hot.,107,914,66
357,It's kind of scary things.,107,914,66
358,It's not so big problem.,107,914,66
359,It warms the water and we make the gas of water.,107,914,66
360,The turbine doesn't concern with nuclear so there is no danger.,107,914,66
361,We talking about nuclear energy.,107,914,113
362,There is three category.,107,914,113
363,It history about discovering and developing nuclear energy.,107,914,113
364,We talked that there were a lot of cases which Chernobyl is Russia.,107,914,113
365,We divided by five categories- including conclusion.,107,914,66
366,In war- we need bomb.,107,914,66
367,The second is dangerous effect of the nuclear.,107,914,66
368,We need a wall to seal up the radiation from the nuclear.,107,914,66
369,If a person become adult- the parents don't care- just give suggestion.,107,914,66
370,In Japan- the female- difficult to say our opinion.,107,914,66
371,"Topic is- ""I like America because . . . """,107,914,66
372,Chinese Indonesians only 3% from 180 million people.,107,914,66
373,We only have three percent of population- but we control all of the economy.,107,914,66
374,All of them is poor.,107,914,66
375,Most of the Chinese people is rich.,107,914,66
376,Two Chinese girl in Java got rape.,107,914,66
377,If you get rape a Chinese girl- you get a hundred dollars.,107,914,66
378,A few years ago- I heard from my mother Chinese Indonesian only 4%- but now 3%.,107,914,66
379,Most of them is going to Australia.,107,914,66
380,There's a law in United States- but not Indonesia.,107,914,66
381,I said many thing that I want to say- to anybody.,107,914,66
382,I feel more free than Japan.,107,914,66
383,I feel America has a more big mind.,107,914,66
384,Even I was a child- I can talk to any people.,107,914,66
385,America always try to catch the other people's opinions.,107,914,66
386,In Japan- if we were talked by foreigners- we speak very slowly to them.,107,914,66
387,Americans talk us at usual speed.,107,914,66
388,Americans think us as American.,107,914,66
389,Because United States has a lot of immigration people.,107,914,66
390,Japanese has a custom to distinguish according to the face.,107,914,66
391,One Americans asked a place to Japanese people.,107,914,66
392,The Japanese didn't speak anything.,107,914,66
393,If we came to the U.S. for the purpose of sight-seeing- we are trying to speak English.,107,914,66
394,They can answer by Japanese.,107,914,66
395,Americans- if we ask something- Americans answer for us by English.,107,914,66
396,So Americans asking Japanese- Japanese can't answer.,107,914,66
397,I thought Americans more kind than Japanese.,107,914,66
398,If Japanese people ask to American where is something . . .,107,914,66
399,I think young people don't afraid of answer to foreigner.,107,914,66
400,If my mother or my grandma had an experience about what you said- my mother or my grandma don't answer.,107,914,66
401,I think the American is lots of kind of people.,107,914,66
402,They wide . . .,107,914,66
403,They don't hold something back.  They straight.,107,914,66
404,If the person don't like the present- go to the store and change.,107,914,66
405,"American ask me- ""Do you want to go dinner with us?""",107,914,66
406,The answer is only two.,107,914,66
407,In here- no races discrimination.,107,914,66
408,How many numbers do you have in your worksheet?,107,914,66
409,Our group have six aspects on this topic.,107,914,66
410,It's based on te comparison American culture and our own native countries.,107,914,66
411,We can choose many school- college.,107,914,66
412,We can trasfer another schools.,107,914,66
413,Almost our group students agree with this.,107,914,66
414,Robert came from Russia- so he feel more free than what he was.,107,914,66
415,It is  marvelous thing.,107,914,66
416,"The U.S. has ""Lady First"" custom.",107,914,66
417,Fourth aspect is rest time.,107,914,66
418,Workers can get many rest time.,107,914,66
419,When we look around- we can see many lot of green.,107,914,66
420,All people here protect by law.,107,914,66
421,Few months ago- there is some kind of tragedy in Sumatra.,107,914,66
422,One of big city in Sumatra is called something.,107,914,66
423,Indonesians- most of them- is poor.,107,914,66
424,They are jealous to us.,107,914,66
425,They conquered Indonesia about 3 1/2 century.,107,914,66
426,How they make Indonesia and Chinese fight each other?,107,914,83
427,Poor people envy- jealous against the rich man.,107,914,66
428,"I say ""yes-"" it's mean ""yes.""",107,914,83
429,Last one is American more kind than Japanese.,107,914,66
430,How do you think the teaching method of Dr. Harris?,107,914,66
431,Do you have a time little bit?,107,914,66
432,It's too difficult to other people to understand.,107,914,83
433,I said Maggie if maybe she asked you.,107,914,113
434,I suggested that she asked you about herself researches.,107,914,113
435,I have experience about education in USSR.,107,914,113
436,I understand what this article talk about.,107,914,83
437,If we change topic- you will again go library.,107,914,113
438,Our member is Masashi- Tim- Akiko- and Jun.,107,914,66
439,Why everybody looking at me?,107,914,66
440,I have to prove how bad the Japanese food condition.,107,914,66
441,She went to there with her family.,107,914,66
442,Marcy and Charity followed their father by a truck.,107,914,66
443,They missed turn-off campground.,107,914,66
444,They went back to road.,107,914,66
445,Road was not good.,107,914,66
446,The motor home gone off the road.,107,914,66
447,They were happened a car accident.,107,914,66
448,The motor home gone off the road into ditch.,107,914,66
449,The motor home was not hurt- but door was stuck.,107,914,66
450,Marcy and one of daughter.,107,914,66
451,The truck pull motor home by big chain.,107,914,66
452,The motor home did not hurt- but door was stuck.,107,914,66
453,Marcy didn't see- so she just go straight?,107,914,66
454,They forgot turn right.,107,914,66
455,They go straight.,107,914,66
456,Then the husband turn right.,107,914,66
457,American high school students- I think they don't study.,107,914,83
458,I took just easy examination.,107,914,66
459,My high school didn't care about score.,107,914,66
460,But didn't it care the score?,107,914,66
461,It was very typical college.,107,914,66
462,We always had a party.,107,914,66
463,I graduate from private school.,107,914,66
464,In mix school- we cannot do anything- because something is shame with the girl.,107,914,66
465,Same like in class.,107,914,66
466,It's kind of good memory for me.,107,914,66
467,Style of lecture is different from in United States.,107,914,66
468,Only hear- listening- only taking notes.,107,914,66
469,We couldn't speak in the class- except the teacher point out me.,107,914,66
470,Sometimes teachers get angry students say opposite opinion.,107,914,66
471,Students always obey to teachers' opinion.,107,914,66
472,Sometimes teachers didn't look at how we get the score.,107,914,66
473,Teacher don't look how did I get the score.,107,914,66
474,Did I cheating?,107,914,66
475,The teacher just care only score.,107,914,66
476,They don't care about how he get the score.,107,914,66
477,I reduced the paper fifty percents.,107,914,66
478,I put on the table.,107,914,66
479,"I get ""eight.""",107,914,66
480,If he caught- maybe there trouble.,107,914,66
481,Please say more loudly.,107,914,66
482,First we talked about how difficult to get in good education.,107,914,66
483,Second category is experience our memories.,107,914,66
484,We don't afraid with girls.,107,914,66
485,Maybe we didn't invited by someone who made the party.,107,914,66
486,Jun and I had an experience when we was university student.,107,914,66
487,We bought the note from good student.,107,914,66
488,Seven dollars for one note.,107,914,66
489,Teacher always talk.,107,914,66
490,Here- students participate the class.,107,914,66
491,It's important to talk own opinion.,107,914,66
492,The category is divided into three.,107,914,66
493,From the Maggie's experience- it's hard to enter the school in Taiwan.,107,914,66
494,It require many preparation.,107,914,66
495,This story notice us that Taiwan system is excellent.,107,914,66
496,Everybody confused?,107,914,66
497,His friends are enter Harvard University.,107,914,66
498,She could not have graduated Taiwan University.,107,914,66
499,They leave textbooks behind school.,107,914,66
500,American college student study harder than Japanese.,107,914,66
501,History have proof.,107,914,66
502,Japan is one of the strongest economic powers country.,107,914,66
503,Students have a time after entering college.,107,914,66
504,We have much free time.,107,914,66
505,What kind of subject you want.,107,914,66
506,I like easy one.,107,914,66
507,We have many example in grammer class.,107,914,66
508,I saw many your sentence.,107,914,66
509,I hope I can lose my weight.,107,914,83
510,If you are fat- most American would be very fat.,107,914,66
511,You are enough thin- slender.,107,914,66
512,You don't need to lose your weight.,107,914,66
513,You can get contact lens.,107,914,66
514,It didn't fit me.,107,914,66
515,After a month- you can fit your contact lenses for you.,107,914,66
516,Does your contact lens easy to fall off?,107,914,83
517,My eyes' vision is different.,107,914,83
518,Sometimes I wear hard contact on left side and soft contact lens on right side.,107,914,66
519,You want to change your sight power.,107,914,66
520,Everything I want to change.,107,914,66
521,Once- I want to have experience as woman.,107,914,66
522,I have many experience.,107,914,66
523,Why you pretend to be a woman?,107,914,83
524,"Many my friends said- "" Please become a girl.""",107,914,66
525,Did you make-up?,107,914,83
526,Those who doesn't know me didn't notice.,107,914,66
527,She hate me.,107,914,66
528,The reason why we break up is this.,107,914,66
529,I have a green contact lens.,107,914,66
530,Change hair color.,107,914,66
531,Maybe you can help him pretend to be a girl.,107,914,83
532,Girls can wear jeans- but men can't wear skirt.,107,914,83
533,Women live easier than men.,107,914,66
534,Woman have no responsibility.,107,914,66
535,Because you think woman has less responsibility so you think it's easy to be a woman.,107,914,83
536,Sometime I think- if I have not knowledge- I could live happier what I am.,107,914,66
537,I think ignore is happier.,107,914,66
538,Those who have not knowledge don't care anything.,107,914,66
539,Uneducated people can spend happy life.,107,914,66
540,It's controversial- because Byron live happy.,107,914,66
541,I could get marriage with someone.,107,914,66
542,I already decided my honeymoon course.,107,914,66
543,After graduating my college in Japan.,107,914,66
544,I'll make children.,107,914,66
545,Let's back to today's topic.,107,914,66
546,If I had good face- I could be actor.,107,914,66
547,You could become mental actor.,107,914,66
548,Actor who has not good face- but he has  power to pretend.,107,914,66
549,If I have good brain- I could invent the method to make money.,107,914,66
550,I don't know whether Bible is right or not.,107,914,66
551,I'm not afraid of going to hell- so that's why I like me.,107,914,66
552,We're talking about body.,107,914,66
553,Everybody except me want to change their brains.,107,914,66
554,They don't need to study so hard.,107,914,66
555,Yusuke want to lose his weight.,107,914,66
556,Two girls want to become more glamour.,107,914,66
557,We talked about off-topics.,107,914,66
558,I like girl she can drive.,107,914,66
559,Someone don't want to get marriage- because marriage is restrict our life.,107,914,66
560,We talk about body.,107,914,66
561,Maggie want to lose her weight.,107,914,66
562,Koichi's and Mineo's saying was contrast.,107,914,66
563,Koichi want to change nothing about himself.,107,914,66
564,But Mineo want to change everything about himself.,107,914,66
565,Koichi shared his experience to become a woman.,107,914,66
566,He wore clothes--he make up.,107,914,83
567,In Japan- the numbers of Christians are very few.,107,914,66
568,They work for small church.,107,914,66
569,They work for nursery home.,107,914,66
570,He worked for Indian community for forty-four years.,107,914,66
571,I talk with him about one hour.,107,914,66
572,Indian community celebrate their funeral.,107,914,66
573,There's no wedding ceremony for them when someone get married.,107,914,66
574,They go out of their home and make new home- but no ceremony.,107,914,66
575,They put a kind of word at the last of sentence.,107,914,66
576,Please say again.,107,914,66
577,"When they put ""chekia"" at the last of sentence- the whole sentence becomes a noun phrase.",107,914,66
578,He knows a man who have worked for CIA.,107,914,66
579,As a agent of CIA- the man had gone to Japan for several years.,107,914,66
580,The father asked him- did you learn Japanese?,107,914,66
581,Two topics I felt interesting.,107,914,66
582,I felt he have worked well.,107,914,66
583,He have done it well.,107,914,66
584,Many Christian missionaries works in different places.,107,914,66
585,I don't know what should I do.,107,914,66
586,How many times did he spend per each part?,107,914,66
587,His report is good or bad about vivid?,107,914,66
588,When he was one years old . . .,107,914,66
589,One day- his parents tried him to go to bed.,107,914,66
590,"He called ""Dave-"" but Dave didn't there.",107,914,66
591,I think baby know all things more than we think.,107,914,66
592,"When the baby called  ""Mom-"" why they didn't come to him?",107,914,66
593,"Dr. Harris make a note that say ""I've finished.""",107,914,83
594,Could you explain what different between note-taking and vivid.,107,914,66
595,We have to take a note?,107,914,66
596,Everybody has some experiences about studying English.,107,914,66
597,I'll try to make a resume of the whole experiences.,107,914,66
598,Can you give us an example for your experience?,107,914,5
599,We don't have to talk about all the experience I've had study English.,107,914,66
600,"Then he say ""yes.""",107,914,66
601,It's easy to use both language- because Chinese and English is so much different.,107,914,22
602,How long have you learned English?,107,914,22
603,You are here for three years?,107,914,66
604,After graduate from E.S.L.- what will you want to be?,107,914,66
605,What subject you want to attend?,107,914,66
606,When I was first came here- I stayed hotel about two days.,107,914,66
607,I'm not accustomed to pay tip.,107,914,66
608,One day- I ordered breakfast which were room service.,107,914,66
609,He standed in front of me a few second.,107,914,66
610,I didn't notice to pay tip.,107,914,66
611,I also didn't pay tip to housekeeper to make bedding.,107,914,66
612,I put beside pillow only twenty-five cents two days.,107,914,66
613,Yuko told me we have to pay tip- at least one dollar.,107,914,66
614,Before this semester- I had American roommate.,107,914,66
615,Nose will be running.,107,914,66
616,I came back my room- and I look into dictionary.,107,914,66
617,I was so ashamed  to her.,107,914,66
618,I've been here for only two month.,107,914,5
619,I live now with American family.,107,914,5
620,I think it's good for international student to live for American family.,107,914,5
621,Now I want to live with American.,107,914,66
622,I like American food- but I don't like to eat every day.,107,914,66
623,I stayed with American family.,107,914,66
624,In this home- there are lot of Japanese things.,107,914,66
625,Japanese car is quite small- smaller than those come from America.,107,914,22
626,It's very surprise to me.,107,914,22
627,It's take about eighteen hours.,107,914,22
628,I respect lady first.,107,914,66
629,We can make a comparation between weather in your country and weather here.,107,914,66
630,How do you think about season?,107,914,66
631,If Spring will come- it's my most exciting things.,107,914,66
632,I can see grass is getting green- flower is blooming.,107,914,66
633,I don't like Japanese summer because of moist weather.,107,914,66
634,I have not seen snowing before.,107,914,66
