434,Bill,7
435,Bill's,1
436,Billy,5
437,Bin,1
438,Binge,1
439,Bingo,1
440,Biofuel,1
441,Birds,2
442,Birmingham,2
443,Birthday,1
444,Birthmother,6
445,Bishop,1
446,Bjorn,1
447,Black,11
448,Blackberry,6
449,Blackboard,2
450,Blackjack,1
451,Blanche,1
452,Bland,1
453,Blanket,1
454,Blind,2
455,Block,1
456,Blockbuster,1
457,Blond,3
458,Blood,2
459,Blooming,1
460,Blowfish,1
461,Blowing,1
462,Bluberga,1
463,Blue,2
464,Blues,1
465,Bluetooth,4
466,Boat,1
467,Bob,2
468,Bobbi,2
469,Bobbi's,1
470,Bodyguard,1
471,Bogota,3
472,Bolivia,2
473,Bon,1
474,Bong,1
475,Book,2
476,Books,2
477,Booze,1
478,Boring,1
479,Boris,1
480,Bosco,3
481,Boston,10
482,Both,18
483,Bottom,1
484,Bought,1
485,Bovary,1
486,Bow,1
487,Boxer,6
488,Boy,7
489,Boyfriend,1
490,Boys,4
491,Boys',1
492,Brad,1
493,Braid,1
494,Brain,1
495,Brandon,1
496,Brasil,1
497,Brasilia,1
498,Brave,1
499,Braveheart,2
500,Brazil,73
501,Brazilian,4
502,Brazilians,2
503,Break,1
504,Breakfast,1
505,BreakfastJJatINTiffany,1
506,Breathe,1
507,Brenda,2
508,Brent,28
509,Brent's,1
510,Brianna,1
511,Bribery,1
512,Bride's,1
513,Bridge,2
514,Bridget,1
515,Bring,5
516,British,17
517,Britney,1
518,Brittney,1
519,Broken,3
520,Brother,2
521,Brothers,1
522,Brown,3
523,Browne,1
524,Bruce,4
525,Bruno,3
526,Bruno's,1
527,Bryan,1
528,Bucaramanga,3
529,Buckingham,2
530,Budda,2
531,Buddha,5
532,Buddhism,10
533,Buddhist,5
534,Buddist,1
535,Budha,1
536,Buffalo,2
537,Buffet,1
538,Build,2
539,Building,9
540,Bulevard,1
541,Bulling,1
542,Bullock,4
543,Bungee,1
544,Bunji,1
545,Burger,2
546,Burlington,1
547,Burma,1
548,Bus,1
549,BusJJwillNNnotRBcome,1
550,Busan,1
551,Buses,1
552,Bush,7
553,Business,2
554,BusinessmanJJSultan,1
555,But,546
556,ButNNtheDTsoundNNisVBZsoRBloudJJWhatWPwereVBDyouPRPdoing,1
557,Butch,2
558,Butch's,1
559,Butter,1
560,Butterfly,2
561,Butthead,1
562,Buy,8
563,Buz,1
564,By,20
565,Bye,1
566,Byrne,1
567,Byron,1
568,C,8
569,CA,1
570,CAN,1
571,CD,15
572,CDs,1
573,CEO,3
574,CIA,4
575,CNN,2
576,CO,3
577,COG,9
578,COG's,1
579,COMplex,1
580,CONsent,1
581,CONsider,1
582,CPA,1
583,CREative,1
584,CSI,2
585,CV,3
586,Cafe,1
587,Cairo,2
588,Caleb,1
589,Caledonia,1
590,Cali,2
591,California,17
592,California's,1
593,Call,3
594,CallNNPyouPRPlater,1
595,CalmNNdown,1
596,Calorie,1
597,Cambodia,1
598,Camel,4
599,Cameron,1
600,Camping,2
601,Campion,2
602,Campus,2
603,Can,130
604,Can't,7
605,CanJJIPRPbringVBGaDTdog,1
606,CanJJIPRPtakeVBPaDTpictureNNwithINdog,1
607,CanNNPyouPRPhelpVBus,1
608,Canada,30
609,Canadano,1
610,Canadian,6
611,Cancel,1
612,Cancer,1
613,Cancun,2
614,Candle,1
615,Candy,2
616,Cannes,1
617,Canyon,6
618,Capilla,1
619,Capital,7
620,Capitalism,1
621,Capone,2
622,Car,10
623,Car's,1
624,Carbohydrate,1
625,Carbon,1
626,Card,1
627,Carefully,1
628,Cargo,1
629,Caribbean,1
630,Carla,1
631,Carol,2
632,Carolina,1
633,Carousel,7
634,Carribean,1
635,Carrok,1
636,Carroll,1
637,Carrying,2
638,Carson,1
639,Cartoon,1
640,Cartoons,2
641,Casino,1
642,Casper,3
643,Cat,3
644,Cataldo,1
645,Catholic,55
646,Catholicism,1
647,Catholics,3
648,Catholoc,1
649,Cats,2
650,Cause,2
651,Causes,1
652,Ceci,1
653,Cecil,1
654,Cecilia,1
655,Celebrate,2
656,Celebration,1
657,Celebrities,1
658,Celine,1
659,Celius,1
660,Cell,1
661,Center,3
662,Centre,4
663,Ceremony,13
664,Cermonies,1
665,Certain,2
666,Chage,1
667,Chairs,2
668,Challenge,2
669,Chameleon,1
670,Chandler,1
671,Chanel,2
672,ChangMin,1
673,Change,9
674,Changed,1
675,Changing,3
676,Changmin,2
677,Channel,1
678,Channels,1
679,Chap,1
680,Chaplin's,1
681,Chapter,32
682,Chapters,1
683,Charity,4
684,Charles,2
685,Charlies,1
686,Chat,1
687,Chatper,1
688,Chavez,1
689,Chawan,1
690,Che,2
691,Cheap,1
692,Cheaper,2
693,Cheat,1
694,Cheating,2
695,Check,2
696,Checkin,1
697,Chef,1
698,Chelsea,1
699,Chemical,1
700,Cheney,1
701,CheongSun,1
702,Cherish,1
703,Chernobyl,1
704,Chess,1
705,Chest,1
706,Chester,2
707,Chewilah,1
708,Chiaki,1
709,Chiba,3
710,Chicago,9
711,Chicken,2
712,Chief,4
713,ChihHao,1
714,ChihMing,2
715,Chihiro,2
716,Chiho,1
717,Child,6
718,Childhood,1
719,Children,21
720,Children's,4
721,Childrens,3
722,Chile,2
723,Chili's,1
724,Chillverwood,1
725,ChinHun,1
726,China,169
727,China's,1
728,Chinathis,1
729,Chinese,123
730,Chocolate,1
731,Choice,1
732,Choose,10
733,Choosing,1
734,Chopstick,1
735,Chou,2
736,Chris,4
737,Christ,1
738,Christams,1
739,Christian,28
740,Christianity,8
741,Christians,3
742,Christina,2
743,Christine,1
744,Christinmas,1
745,Christmas,35
746,Christoph,1
747,Christopher,1
748,Christy's,1
749,Chubby,2
750,ChunKi,1
751,Chunki,1
752,Church,5
753,Cigarette,4
754,Cinderella,1
755,CinemaNNPParadiso,1
756,Circumstance,1
757,City,11
758,Civic,1
759,Civil,4
760,Clare,1
761,Class,1
762,Classic,1
763,Classical,1
764,Classified,1
765,Claudia,2
766,Claudio,1
767,Clean,2
768,Climb,1
769,Clinton,3
770,Close,2
771,Closet,1
772,Clothes,5
773,Club,1
774,Clutch,1
775,Co,1
776,Coast,4
777,Cobbler,1
778,Coca,2
779,Cochi,1
780,Coeur,7
781,Coffee,7
782,Cog,1
783,Cohabitation,7
784,Coke,2
785,Cokes,1
786,Cola,1
787,Cold,4
788,Coldstone,1
789,Coli,2
790,College,8
791,Colombia,42
792,Colombian,6
793,Colombians,1
794,Colon,1
795,Color,1
796,Colorado,2
797,Colors,2
798,Columbia,16
799,Columbian,3
800,Columbus,2
801,Coma,1
802,Come,8
803,ComeJJAsINYouPRPAre,1
804,ComeJJbackNNPTheNNPteacherNNsearchingVBGforINyou,1
805,ComeJJhere,1
806,Comedy,1
807,Coming,1
808,Comm,1
809,Commandment,1
810,Commerce,1
811,Commercial,1
812,Commerical,1
813,Commission,1
814,Commit,1
815,Common,3
816,Communicate,1
817,Communication,4
818,Communism,6
819,Community,6
820,Companies,1
821,Company,5
822,Company's,1
823,Compare,4
824,Compared,2
825,Comparing,3
826,Competition,2
827,Complication,1
828,Compulsory,1
829,Computer,8
830,Computers,1
831,Conclusion,4
832,Condition,1
833,ConfessionJJofINaDTShopaholic,1
834,Congo,1
835,Congratulation,1
836,Congratulations,1
837,Connect,2
838,Connecticut,1
839,Connection,1
840,Connector,2
841,Connie,1
842,Consequence,1
843,Conservation,1
844,Conservative,1
845,Constitution,1
846,Constitutional,1
847,Construction,1
848,Consumer,1
849,Contact,1
850,Contain,1
851,Contaminate,1
852,Contents,2
853,Continental,2
854,Continue,1
855,Control,2
856,Convent,1
857,Conversation,1
858,Cook,2
859,Cooking,4
860,Coolidge,1
861,Copyright,1
862,Corkery,1
863,Corkey,1
864,Corner,1
865,Corral,1
866,Cosmetic,1
867,Cost,4
868,Costa,1
869,Costco,2
870,Could,33
871,Couldn't,1
872,Council,1
873,Counselor,1
874,Count,1
875,Countries,2
876,Country,2
877,Countryside,2
878,Couple,2
879,Courage,1
880,Court,1
881,CourtyardJJBuilding,1
882,Cow,3
883,Crash,2
884,Crazy,1
885,Credit,2
886,Crime,1
887,Criminal,2
888,Cris,1
889,Cristy,1
890,Critic,1
891,Critical,1
892,Crosby,13
893,Cross,1
894,Crow,1
895,Crowell,2
896,Cruise,3
897,Cruzes,1
898,Cry,4
899,Cuba,4
900,Cultural,2
901,Culture,5
902,Cumon,1
903,Cup,24
904,Cupis,1
905,Cure,1
906,Current,1
907,Cushing,3
908,Customs,1
909,Cut,2
910,CutsNNSLikeINaDTKnife,1
911,Cycling,1
912,Cyrus,1
913,Czech,1
914,D,7
915,D'Alene,3
916,DC,5
917,DDT,1
918,DHL,1
919,DMV,1
920,DMZ,1
921,DNA,4
922,DVD,3
923,Da,1
924,Dabai,1
925,Dabi,1
926,Dad,4
927,Dad's,1
928,Dae,6
929,Dagoda,2
930,Daiki,2
931,Dali,1
932,Dallas,4
933,Damon,1
934,Dancing,1
935,Dangerous,1
936,Dani's,2
937,Danica,1
938,Daniel,8
939,Daniel's,1
940,Daniela,1
941,Danielaand,1
942,Daruma,1
943,Date,1
944,Dates,1
945,Dating,1
946,Daughter,2
947,Daughters,1
948,Dave,4
949,Davenport,7
950,David,3
951,David's,3
952,Day,47
953,Daylight,1
954,Days,3
955,DealJJorCCnoDTDeal,1
956,Dear,1
957,Death,6
958,December,24
959,Decide,1
960,Dee,2
961,Deer,2
962,DeerNNHunter,1
963,Defence,1
964,Definitely,1
965,Degree,2
966,Dei,1
967,Delhi,1
968,Delicious,1
969,Demi,1
970,Democrats,3
971,Dempseys,1
972,Denmark,1
973,Denver,7
974,Denzel,2
975,Department,1
976,Depend,31
977,Depending,2
978,Depends,29
979,Depot,1
980,Depp,1
981,Describe,1
982,Desert,1
983,Deserthow,1
984,Design,1
985,Designs,2
986,Despite,1
987,Destiny,1
988,Detail,1
989,Detects,1
990,Developed,1
991,Developing,1
992,Development,1
993,Dhabi,2
994,Diablo,1
995,Diana,3
996,Diaz,1
997,Dibba,1
998,Dictator,1
999,Did,151
1000,DidJJyouPRPforgetVBPtoTOsubmitVBthisDTtoTOteacher,1
1001,DidJJyouPRPhaveVBPaDTmoney,1
1002,Didn't,7
1003,Diego,12
1004,Diegothere,1
1005,Diesel,1
1006,Difference,2
1007,Different,23
1008,Differentiation,1
1009,Difficult,8
1010,Dina,3
1011,Dina's,1
1012,Dinner,1
1013,Dinosaur,1
1014,DiplomaNONECourse,1
1015,Director,1
1016,Dis,2
1017,Disadvantage,1
1018,Discount,2
1019,Discover,3
1020,Discrimination,4
1021,Discriminatory,1
1022,Discuss,1
1023,Dishonest,1
1024,Dislike,1
1025,Disney,15
1026,Disneyland,10
1027,Distraction,1
1028,Divide,1
1029,Division,9
1030,Divorce,3
1031,Do,757
1032,DoNNPyouPRPeatVBDfull,1
1033,DoNNyouPRPbelieveVBPinINGod,1
1034,DoNNyouPRPhaveVBmyPRPwaistNNsize,1
1035,DoNNyouPRPwantVBPtoTOgoVBdinnerNNwithINus,1
1036,DoNONEyouPRPbuyVBmarijuana,1
1037,DoNONEyouPRPdrifting,1
1038,DoNONEyouPRPhaveVBPaDTgirlNNyouPRPwantVBPtoTOmarry,1
1039,DoNONEyouPRPhaveVBPanDTexample,1
1040,DoNONEyouPRPhaveVBPdriveJJlicense,1
1041,DoNONEyouPRPknowVBPmyPRPnecklace,1
1042,DoNONEyouPRPthinkVBPtheDTreligionNNtheDTmostJJSimportantJJforINcolonization,1
1043,DoNONEyouPRPunderstand,1
1044,DoNONEyouPRPwannaVBPbeVBsinger,1
1045,Doc,2
1046,Doctor,21
1047,Doctors,5
1048,Dodgers,1
1049,Does,66
1050,Doesn't,6
1051,Dog,6
1052,Dogg,1
1053,Dogs,1
1054,Doh,1
1055,Doing,4
1056,Doll,2
1057,Dolphin,2
1058,Dominos,1
1059,Don',1
1060,Don't,112
1061,Don'tJJbackNNtoTOtheDTgarbage,1
1062,Don'tJJbelieveNNtheseDTguys,1
1063,Don'tJJdoVBPthat,1
1064,Don'tJJyouPRPhaveVBPanyDTcleanJJclothes,1
1065,Don'tRBbeVBlate,1
1066,Don'tRBmakeVBpierceNNhole,1
1067,Don'tRBtryJJtoTObeVBaDTgoodJJcookerNNagain,1
1068,Don'tRBworryJJforINtheDTwinter,1
1069,Donation,1
1070,Dongmakgo,1
1071,Donh,1
1072,Dooley,3
1073,Doomsday,4
1074,Doreman,2
1075,Doris,1
1076,Dos,1
1077,Doss,3
1078,Down,1
1079,Download,1
1080,Downtown,1
1081,Doyou,2
1082,Dr,25
1083,Drag,1
1084,Drago,1
1085,Dragon,3
1086,Drawing,1
1087,Drayton,1
1088,Dream,2
1089,Dreaming,2
1090,Dreams,1
1091,Dresses,1
1092,Drink,3
1093,Drinking,6
1094,Drive,2
1095,Driver,1
1096,Drowning,1
1097,Drug,4
1098,Drugs,4
1099,Drunk,1
1100,Drunken,2
1101,Ds,1
1102,DuPin,5
1103,Dubai,13
1104,Dubois,1
1105,Due,1
1106,Dumpling,1
1107,Dunmah,1
1108,During,43
1109,Dussault,1
1110,Dutch,2
1111,Dwight,1
1112,EDB,1
1113,ELC,1
1114,ELS,1
1115,EMC,1
1116,ESL,95
1117,ET,1
1118,Each,66
1119,Eagle,2
1120,Eahc,1
1121,Early,1
1122,Earn,1
1123,Earth,10
1124,Earthquake,3
1125,East,20
1126,EastSouth,1
1127,Easter,3
1128,Eastern,7
1129,Easy,8
1130,Eat,11
1131,Eating,4
1132,Eclipse,1
1133,Economic,3
1134,Economical,1
1135,Economy,1
1136,Ecuador,3
1137,Ecuadorian,1
1138,Eddie,1
1139,Edga,1
1140,Edgar,1
1141,Edna,2
1142,Edo,1
1143,Education,15
1144,Edward,2
1145,Edwin,1
1146,Eeeeey,1
1147,Effren's,1
1148,Efren's,1
1149,Egg,1
1150,Eggs,2
1151,Egypt,39
1152,Egyptian,10
1153,Eid,7
1154,Eids,2
1155,Eiffle,1
1156,Eight,6
1157,Eighteen,3
1158,Eighteenth,1
1159,Eightyfive,1
1160,Eigth,1
1161,Eiko,1
1162,Einstein,1
1163,Either,2
1164,El,2
1165,Elaine,1
1166,Elder,6
1167,Elders,2
1168,Eleazar,4
1169,Electric,1
1170,Electronic,1
1171,Elementary,3
1172,Elephant,1
1173,Eleven,1
1174,Elhobar,1
1175,Elijah,2
1176,Eliot,1
1177,Elisa,1
1178,Elitism,2
1179,Ellensburg,1
1180,Elliptical,1
1181,Elsewhere,1
1182,Elton,1
1183,Emad,1
1184,Email,3
1185,Eman,1
1186,Embassy,1
1187,Emergency,2
1188,Emerits,1
1189,Emerson,1
1190,Emily,13
1191,Eminem,1
1192,Emirate,3
1193,Emirates,6
1194,Emma,2
1195,Emotion,1
1196,Emotions,1
1197,Emperor,7
1198,Empire,2
1199,Employee,1
1200,Emriate,1
1201,Emtenan,3
1202,End,1
1203,Endo,1
1204,Energy,4
1205,Engineer,1
1206,Engineers,1
1207,Engish,1
1208,England,37
1209,England's,1
1210,Engliand,1
1211,English,520
1212,Englishy,1
1213,Enjoy,3
1214,Enka,2
1215,Entrance,1
1216,Eraser,1
1217,Eriko,1
1218,Erin,1
1219,Ernest,1
1220,Ernie,1
1221,Espanish,1
1222,Especially,29
1223,Especific,1
1224,Establish,1
1225,Estimate,1
1226,Ethiopia,4
1227,Ethiopian,1
1228,Ethopia,1
1229,Eugene,1
1230,Eun,3
1231,Euro,2
1232,Europa,2
1233,Europe,47
1234,European,6
1235,Europeans,1
1236,Eusanasia,1
1237,Euthanasia,6
1238,Eva,1
1239,Eve,3
1240,Even,207
1241,Evening,1
1242,Events,1
1243,Eventually,3
1244,Evereyone,1
1245,Every,195
1246,Everybody,97
1247,Everyday,30
1248,Everydaya,1
1249,Everyoe's,2
1250,Everyone,129
1251,Everythign,1
1252,Everythin,1
1253,Everything,54
1254,Everytime,4
1255,Everytimes,1
1256,Everywhere,2
1257,Evil,1
1258,Evita,1
1259,Evolution,1
1260,Exactly,2
1261,Examination,1
1262,Example,4
1263,Except,14
1264,Exchange,3
1265,Excuse,8
1266,Execute,1
1267,Exercise,3
1268,Expect,1
1269,Expensive,3
1270,Experience,1
1271,Explain,7
1272,Expo,1
1273,Eye,1
1274,Eyes,2
1275,Eyesbrow,1
1276,Eyesight,1
1277,Eygpt,2
1278,F,14
1279,FAX,1
1280,FB,1
1281,FBI,3
1282,FL,2
1283,FOX,1
1284,FRON,1
1285,Faas,1
1286,Fable,1
1287,Face,1
1288,Facebook,43
1289,Factory,2
1290,Factoy,1
1291,Fadeley,1
1292,Fahad,13
1293,Fahd,3
1294,Failure,2
1295,Fairchild,1
1296,Faisal,12
1297,Faisel,1
1298,Fall,1
1299,Falls,1
1300,Fame,1
1301,Families,1
1302,Family,16
1303,Famous,8
1304,Fang,2
1305,Fantasia,1
1306,Fantasy,1
1307,Far,2
1308,Farah,1
1309,Fares,1
1310,Faris,1
1311,Farm,2
1312,Farmer,1
1313,Fashion,1
1314,Fasial,1
1315,Fass,1
1316,Fast,5
1317,Fat,2
1318,Faten,1
1319,Father,17
1320,Father's,3
1321,Fatimah,2
1322,Favorite,6
1323,Fawaz,2
1324,Fear,1
1325,Fearness,1
1326,Feature,1
1327,February,6
1328,Feel,4
1329,Feeling,1
1330,Felix,3
1331,Female,1
1332,Feminist,1
1333,FerasJJtriedJJtoTOkillVBme,1
1334,Ferrari,1
1335,Fertility,1
1336,Festival,1
1337,Few,7
1338,Fiber,1
1339,Fiction,4
1340,Fifteen,2
1341,Fifty,3
1342,Fiftyfour,1
1343,Fight,3
1344,Fighting,1
1345,Final,6
1346,Finally,28
1347,Finance,1
1348,Find,2
1349,Finger,1
1350,Finish,29
1351,Finished,2
1352,Finland,1
1353,Fiona,17
1354,Fiona's,1
1355,Firas,3
1356,FireJJFire,1
1357,Fireball,1
1358,Firework,2
1359,First,191
1360,Firstly,7
1361,Fish,2
1362,Fishing,2
1363,Fishinggo,1
1364,Five,23
1365,Fiveth,1
1366,Flaco,3
1367,Flaco's,1
1368,Flag,2
1369,Flage,1
1370,Flint,1
1371,Florence,1
1372,Florida,10
1373,Flour,1
1374,Flower,1
1375,Flowers,1
1376,Flowersup,1
1377,Focus,1
1378,Fonda,1
1379,Food,10
1380,Foot,1
1381,Football,1
1382,For,372
1383,Force,1
1384,Foreign,1
1385,Foreigner,2
1386,Forget,1
1387,Forgot,1
1388,Formal,1
1389,Forrest,7
1390,Forrest's,1
1391,Fortunately,1
1392,Fortunetell,1
1393,Forty,2
1394,Foundation,1
1395,Four,17
1396,Four's,1
1397,Fourth,3
1398,France,36
1399,Franch,1
1400,Francis,1
1401,Francisco,16
1402,Franciscotoo,1
1403,Frank,5
1404,Fransisco,3
1405,Freddy,2
1406,Frederic,1
1407,Fredy,4
1408,FredyJJyouPRPsayVBPyourPRPdadNNyouPRPareVBPsmoking,1
1409,Free,3
1410,Freedom,2
1411,Freestyle,1
1412,Freeway,1
1413,French,30
1414,FrenchJJKiss,1
1415,Frequence,1
1416,Friday,40
1417,Fried,1
1418,Friend,7
1419,Friends,6
1420,Friendship,2
1421,From,38
1422,Front,3
1423,Fu,1
1424,Fuji,1
1425,Fun,1
1426,Funny,1
1427,Fusae,1
1428,Fusion,1
1429,G,3
1430,GED,5
1431,GMAT,1
1432,GPA,5
1433,GPS,2
1434,GU,13
1435,Gabby,1
1436,Gabe,3
1437,GabeNNPwillMDbeVBreleased,1
1438,Gabriel,12
1439,Gabrielle,1
1440,Gabrielle's,1
1441,Galaxy,2
1442,Gallop,1
1443,Gambling,2
1444,Game,6
1445,Games,2
1446,Gandhi,1
1447,Gang,1
1448,Gangster,1
1449,Gap,1
1450,Garbage,1
1451,Garden,5
